"","B.Code","A.Level.Name","diet_intake_kg","Source"
"485","EM1029","T3 Diet",0.33279,"feed_intake"
"486","EM1029","T4 Diet",0.34825,"feed_intake"
"487","EM1030","T1 WB+CLM",3.15,"feed_intake"
"488","EM1030","T2 WB+CLM",3.28,"feed_intake"
"489","EM1030","T3 WB+CLM",3.42,"feed_intake"
"490","EM1030","T4 CM",3.76,"feed_intake"
"491","EM1031","T1 SBM",1.34357,"feed_intake"
"492","EM1031","T2 BCSM",1.40485,"feed_intake"
"493","EM1031","T3 CSM",1.4582,"feed_intake"
"494","EM1031","T4 SSM",1.46616,"feed_intake"
"495","EM1032","T1 Control",0.767,"feed_intake"
"496","EM1032","T2 MB",0.934,"feed_intake"
"497","EM1032","T3 MB+GH",0.937,"feed_intake"
"498","EM1032","T4 GH",0.941,"feed_intake"
"499","EM1033","T1 NPH",0.732,"feed_intake"
"500","EM1033","T2 NPH+MH",0.764,"feed_intake"
"501","EM1033","T3 NPH+MH",0.774,"feed_intake"
"502","EM1033","T4 NPH+MH",0.807,"feed_intake"
"503","EM1033","T5 MH",0.851,"feed_intake"
"504","EM1034","T1  Hay + Conc  daily",0.65,"feed_intake"
"505","EM1034","T2 Silage + Conc  daily",0.73,"feed_intake"
"506","EM1034","T3 Silage + Conc  Skip-a-day",0.6,"feed_intake"
"507","EM1034","T4 Silage + Conc  Skip-2-days",0.54,"feed_intake"
"508","EM1035","T1  Mash",1.39,"feed_intake"
"509","EM1035","T2 Pelleted",1.74,"feed_intake"
"510","EM1036","T1 Control DBG",2.31,"feed_intake"
"511","EM1036","T2 DBG+SCF",1.69,"feed_intake"
"512","EM1036","T3 DBG+SCF",1.71,"feed_intake"
"513","EM1036","T4 DBG+SCF",1.71,"feed_intake"
"514","EM1036","T5 SCF",1.7,"feed_intake"
"515","EM1037","T1  Control",0.801,"feed_intake"
"516","EM1037","T2 WB+NC",0.938,"feed_intake"
"517","EM1037","T3 WB+NC",0.9612,"feed_intake"
"518","EM1037","T4 WB+NC",0.9834,"feed_intake"
"519","EM1038","DU1",0.698,"feed_intake"
"520","EM1038","DU2",0.7254,"feed_intake"
"521","EM1038","DU3",0.7733,"feed_intake"
"522","EM1038","DU4",0.864,"feed_intake"
"523","EM1039","T1 Control",0.62067,"feed_intake"
"524","EM1039","T2 NSC",0.72861,"feed_intake"
"525","EM1039","T3 Atella",0.91117,"feed_intake"
"526","EM1040","T1  Hay Alone",0.56456,"feed_intake"
"527","EM1040","T2 Atella",0.81027,"feed_intake"
"528","EM1040","T3 Tata",0.850365,"feed_intake"
"529","EM1040","T4 Atella+Tata",0.94585,"feed_intake"
"530","EM1041","T1 NPH",8.23,"feed_intake"
"531","EM1041","T2 Untreated FMS",8.09,"feed_intake"
"532","EM1041","T3 EM2Treated FMS",9.5,"feed_intake"
"533","EM1041","T4 Urea Treated FMS",10.15,"feed_intake"
"534","EM1042","Ration 1 CFM1",1.42408,"feed_intake"
"535","EM1042","Ration2 CFM2",1.43705,"feed_intake"
"536","EM1042","Ration3 CFM3",1.38051,"feed_intake"
"537","EM1043","Diet A",0.46285,"feed_intake"
"538","EM1043","Diet B",0.43683,"feed_intake"
"539","EM1043","Diet C",0.39647,"feed_intake"
"540","EM1044","Control",17.32,"feed_intake"
"541","EM1044","Exp 1",16.39,"feed_intake"
"542","EM1044","Exp 2",17.28,"feed_intake"
"543","EM1044","Exp 3",16.61,"feed_intake"
"544","EM1045","Treatment T1",0.45831,"feed_intake"
"545","EM1045","Treatment T2",0.41743,"feed_intake"
"546","EM1045","Treatment T3",0.48129,"feed_intake"
"547","EM1045","Treatment T4",0.34114,"feed_intake"
"548","EM1045","Treatment T5",0.45272,"feed_intake"
"549","EM1046","Treatment T1",1.19879,"feed_intake"
"550","EM1046","Treatment T2",1.21734,"feed_intake"
"551","EM1046","Treatment T3",1.27789,"feed_intake"
"552","EM1047","GH0",4.99,"feed_intake"
"553","EM1047","GH25",5.09,"feed_intake"
"554","EM1047","GH50",4.54,"feed_intake"
"555","EM1047","GH75",4.42,"feed_intake"
"556","EM1048","T1 Control",0.64322,"feed_intake"
"557","EM1048","T2 35FPH",0.70551,"feed_intake"
"558","EM1048","T3 50FPH",0.71415,"feed_intake"
"559","EM1050","Treatment T1",6.93,"feed_intake"
"560","EM1050","Treatment T2",7.16,"feed_intake"
"561","EM1050","Treatment T3",7.49,"feed_intake"
"562","EM1050","Treatment T4",7.57,"feed_intake"
"563","EM1051","T1  A",0.4179,"feed_intake"
"564","EM1051","T2 B",0.42893,"feed_intake"
"565","EM1051","T3 C",0.322,"feed_intake"
"566","EM1051","T4 D",0.2881,"feed_intake"
"567","EM1052","Diet 1",0.46271,"feed_intake"
"568","EM1052","Diet 2",0.46556,"feed_intake"
"569","EM1052","Diet 3",0.48636,"feed_intake"
"570","EM1052","Diet 4",0.46739,"feed_intake"
"571","EM1052","Diet 5",0.46666,"feed_intake"
"572","EM1053","Diet A",0.2243,"feed_intake"
"573","EM1053","Diet B",0.2153,"feed_intake"
"574","EM1053","Diet C",0.2639,"feed_intake"
"575","EM1053","Diet D",0.29025,"feed_intake"
"576","EM1054","M0",6.94,"feed_intake"
"577","EM1054","M15",7.1,"feed_intake"
"578","EM1054","M20",6.35,"feed_intake"
"579","EM1055","Treatment T1",0.1865,"feed_intake"
"580","EM1055","Treatment T2",0.2088,"feed_intake"
"581","EM1055","Treatment T3",0.2138,"feed_intake"
"582","EM1055","Treatment T4",0.2067,"feed_intake"
"583","EM1056","Treatment T1",0.51455,"feed_intake"
"584","EM1056","Treatment T2",0.54117,"feed_intake"
"585","EM1056","Treatment T3",0.5614,"feed_intake"
"586","EM1056","Treatment T4",0.5657,"feed_intake"
"587","EM1058","Treatment T1",0.54414,"feed_intake"
"588","EM1058","Treatment T2",0.49721,"feed_intake"
"589","EM1058","Treatment T3",0.50746,"feed_intake"
"590","EM1058","Treatment T4",0.49438,"feed_intake"
"591","EM1059","Diet 1",0.10975,"feed_intake"
"592","EM1059","Diet 2",0.10942,"feed_intake"
"593","EM1059","Diet 3",0.12908,"feed_intake"
"594","EM1059","Diet 4",0.10592,"feed_intake"
"595","EM1060","Treatment T1",0.08288,"feed_intake"
"596","EM1060","Treatment T2",0.07891,"feed_intake"
"597","EM1060","Treatment T3",0.0683,"feed_intake"
"598","EM1060","Treatment T4",0.06376,"feed_intake"
"599","EM1061","BSF-based diet",0.111940555555556,"feed_intake"
"600","EM1061","Control Diet",0.119514722222222,"feed_intake"
"601","EM1062","Diet A M+V+C",0.0776,"feed_intake"
"602","EM1062","Diet B M+C",0.0766771428571428,"feed_intake"
"603","EM1062","Diet C V+C",0.0829814285714286,"feed_intake"
"604","EM1062","Diet D",0.112162857142857,"feed_intake"
"605","EM1065","Treatment T1",0.07065,"feed_intake"
"606","EM1065","Treatment T2",0.08068,"feed_intake"
"607","EM1065","Treatment T3",0.08952,"feed_intake"
"608","EM1066","Con",0.0230178571428571,"feed_intake"
"609","EM1066","PEG0",0.0242785714285714,"feed_intake"
"610","EM1066","PEG100",0.0266107142857143,"feed_intake"
"611","EM1066","PEG25",0.0238178571428571,"feed_intake"
"612","EM1066","PEG50",0.0253785714285714,"feed_intake"
"613","EM1066","PEG75",0.0254107142857143,"feed_intake"
"614","EM1068","RFM",0.07701,"feed_intake"
"615","EM1068","RIM",0.07698,"feed_intake"
"616","EM1068","RTS",0.07863,"feed_intake"
"617","EM1069","Treatment T1",0.19108,"feed_intake"
"618","EM1069","Treatment T2",0.1919,"feed_intake"
"619","EM1069","Treatment T3",0.20356,"feed_intake"
"620","EM1069","Treatment T4",0.2006,"feed_intake"
"621","EM1070","Treatment T1",0.06168,"feed_intake"
"622","EM1070","Treatment T2",0.06788,"feed_intake"
"623","EM1070","Treatment T3",0.063,"feed_intake"
"624","EM1070","Treatment T4",0.06502,"feed_intake"
"625","EM1072","Control CA",0.22308,"feed_intake"
"626","EM1072","GB",0.23956,"feed_intake"
"627","EM1072","GC",0.30062,"feed_intake"
"628","EM1072","GD",0.32562,"feed_intake"
"629","EM1072","GE",0.25858,"feed_intake"
"630","EM1073","GKA",0.19986,"feed_intake"
"631","EM1073","GKB",0.17923,"feed_intake"
"632","EM1073","GKC",0.17029,"feed_intake"
"633","EM1073","GKD",0.17299,"feed_intake"
"634","EM1074","RSM1",0.375,"feed_intake"
"635","EM1074","RSM2",0.3229,"feed_intake"
"636","EM1074","RSM3",0.3445,"feed_intake"
"637","EM1076","CFM T1",1.33933,"feed_intake"
"638","EM1076","CFM T2",1.32786,"feed_intake"
"639","EM1076","CFM T3",1.33329,"feed_intake"
"640","EM1076","CFM T4",1.3195,"feed_intake"
"641","EM1077","Ration1",1.37,"feed_intake"
"642","EM1077","Ration2",1.39,"feed_intake"
"643","EM1077","Ration3",1.38,"feed_intake"
"644","EM1079","T1",9.29,"feed_intake"
"645","EM1079","T2",9.35,"feed_intake"
"646","EM1079","T3",9.04,"feed_intake"
"647","EM1079","T4",9.32,"feed_intake"
"648","EM1079","T5",9.32,"feed_intake"
"649","EM1081","Treatment T1",0.791,"feed_intake"
"650","EM1081","Treatment T2",0.842,"feed_intake"
"651","EM1081","Treatment T3",0.852,"feed_intake"
"652","EM1081","Treatment T4",0.861,"feed_intake"
"653","EM1082","Treatment T1",0.60707,"feed_intake"
"654","EM1082","Treatment T2",0.6096,"feed_intake"
"655","EM1082","Treatment T3",0.61694,"feed_intake"
"656","EM1082","Treatment T4",0.6466,"feed_intake"
"657","EM1083","Treatment T1",1.73,"feed_intake"
"658","EM1083","Treatment T2",11.47,"feed_intake"
"659","EM1083","Treatment T3",9.53,"feed_intake"
"660","EM1084","Diet A",11.4,"feed_intake"
"661","EM1084","Diet B",11.54,"feed_intake"
"662","EM1084","Diet C",11.52,"feed_intake"
"663","EM1084","Diet D",11.471,"feed_intake"
"664","EM1085","Control",1.139,"feed_intake"
"665","EM1085","Mconc",1.143,"feed_intake"
"666","EM1085","Mhay",1.085,"feed_intake"
"667","EM1087","Eragrostis teff hay",1.716,"feed_intake"
"668","EM1087","Lucerne Hay",1.604,"feed_intake"
"669","EM1087","Maize S",1.694,"feed_intake"
"670","EM1087","Soybean Hulls",1.436,"feed_intake"
"671","EM1089","Ration R1",0.5662,"feed_intake"
"672","EM1089","Ration R2",0.57039,"feed_intake"
"673","EM1089","Ration R3",0.60377,"feed_intake"
"674","EM1090","Treatment T1",0.70233,"feed_intake"
"675","EM1090","Treatment T2",0.70853,"feed_intake"
"676","EM1090","Treatment T3",0.71632,"feed_intake"
"677","EM1090","Treatment T4",0.72249,"feed_intake"
"678","EM1090","Treatment T5",0.73038,"feed_intake"
"679","EM1091","Treatment T1",1.211,"feed_intake"
"680","EM1091","Treatment T2",1.336,"feed_intake"
"681","EM1091","Treatment T3",1.36,"feed_intake"
"682","EM1091","Treatment T4",1.375,"feed_intake"
"683","EM1092","MCFJM",0.04058,"feed_intake"
"684","EM1092","PWFJM",0.0377,"feed_intake"
"685","EM1092","RDFFJM",0.04088,"feed_intake"
"686","EM1092","RJFM",0.03869,"feed_intake"
"687","EM1092","Treatment C",0.04982,"feed_intake"
"688","EM1096","RCNS A",0.45637,"feed_intake"
"689","EM1096","RCNS B",0.40216,"feed_intake"
"690","EM1096","RCNS C",0.29457,"feed_intake"
"691","EM1096","RCNS D",0.20769,"feed_intake"
"692","EM1097","Treatment T1",0.19695,"feed_intake"
"693","EM1097","Treatment T2",0.19067,"feed_intake"
"694","EM1097","Treatment T3",0.16864,"feed_intake"
"695","EM1097","Treatment T4",0.13471,"feed_intake"
"696","EM1098","Treatment T1",2.87166666666667,"feed_intake"
"697","EM1098","Treatment T2",2.64666666666667,"feed_intake"
"698","EM1098","Treatment T3",2.71333333333333,"feed_intake"
"699","EM1099","Treatment T1",0.43619,"feed_intake"
"700","EM1099","Treatment T2",0.50772,"feed_intake"
"701","EM1099","Treatment T3",0.59923,"feed_intake"
"702","EM1099","Treatment T4",0.62536,"feed_intake"
"703","EM1100","Control PKC",0.54414,"feed_intake"
"704","EM1100","PFBSM",0.57043,"feed_intake"
"705","EM1100","WFBSM",0.62658,"feed_intake"
"706","EM1101","DSBP 1",20.43,"feed_intake"
"707","EM1101","DSBP 2",20.39,"feed_intake"
"708","EM1101","YCG",20.47,"feed_intake"
"709","EM1102","Treatment Control",2.10284,"feed_intake"
"710","EM1102","Treatment T1",2.0112,"feed_intake"
"711","EM1102","Treatment T2",2.1752,"feed_intake"
"712","EM1103","Ration R1",1.09002,"feed_intake"
"713","EM1103","Ration R2",0.99664,"feed_intake"
"714","EM1103","Ration R3",0.94242,"feed_intake"
"715","EM1104","CR50",1.177,"feed_intake"
"716","EM1104","Control",1.14,"feed_intake"
"717","EM1104","SB50",1.176,"feed_intake"
"718","EM1105","1 C",0.98343,"feed_intake"
"719","EM1105","1.5C",0.99682,"feed_intake"
"720","EM1105","2.5C",1.32226,"feed_intake"
"721","EM1105","2C",1.04504,"feed_intake"
"722","EM1108","Treatment T1",1.01286,"feed_intake"
"723","EM1108","Treatment T2",1.01415,"feed_intake"
"724","EM1108","Treatment T3",1.01544,"feed_intake"
"725","EO0032","100% concentrate",0.27493354109489,"feed_intake"
"726","EO0032","25%concentrate+75% leaf meal",0.373451876651012,"feed_intake"
"727","EO0032","50%concentrate+50% leaf meal",0.351044764051951,"feed_intake"
"728","EO0032","75% concentrate+25% leaf meal",0.298330867658993,"feed_intake"
"729","EO0041","PL22",9.95,"feed_intake"
"730","EO0041","PL35",9.28,"feed_intake"
"731","EO0041","PL45",8.69,"feed_intake"
"732","EO0041","PLO",9.72,"feed_intake"
"733","EO0046","0% CFL",0.30753,"feed_intake"
"734","EO0046","10% CFL",0.36793,"feed_intake"
"735","EO0046","20% CFL",0.45574,"feed_intake"
"736","EO0046","30% CFL",0.38563,"feed_intake"
"737","EO0047","PP0-0%",0.116,"feed_intake"
"738","EO0047","PP10-10%",0.115,"feed_intake"
"739","EO0047","PP20-20%",0.123,"feed_intake"
"740","EO0047","PP30-30%",0.012,"feed_intake"
"741","EO0074","Hay",0.501,"feed_intake"
"742","EO0074","Hay+Concentate+Tata",0.913,"feed_intake"
"743","EO0074","Hay+Concentrate",0.911,"feed_intake"
"744","EO0074","Hay+Tata",0.864,"feed_intake"
"745","EO0078","0% PJP",0.57434,"feed_intake"
"746","EO0078","10%PJP",0.60457,"feed_intake"
"747","EO0078","20%PJP",0.58002,"feed_intake"
"748","EO0078","30%PJP",0.60755,"feed_intake"
"749","EO0078","40%PJP",0.6774,"feed_intake"
"750","EO0086","0JKM1",0.1392,"feed_intake"
"751","EO0086","0JKM2",0.0187,"feed_intake"
"752","EO0086","4JKM1",0.0552,"feed_intake"
"753","EO0086","8JKM1",0.0234,"feed_intake"
"754","EO0086","8JKM2",0.0031,"feed_intake"
"755","HK0005","FSS Con",0.0383,"feed_intake"
"756","HK0005","FSS1",0.0383,"feed_intake"
"757","HK0005","FSS2",0.0381,"feed_intake"
"758","HK0005","FSS3",0.0379,"feed_intake"
"759","HK0006","D1 No F.polita",0.171110808578462,"feed_intake"
"760","HK0006","D2 30 F.polita",0.171561425295421,"feed_intake"
"761","HK0006","D3  60 F.polita",0.185117666802805,"feed_intake"
"762","HK0006","D4 90 F.polita",0.178936237694997,"feed_intake"
"763","HK0007","Con",0.10119,"feed_intake"
"764","HK0007","HWM1",0.09921,"feed_intake"
"765","HK0007","HWM2",0.09524,"feed_intake"
"766","HK0007","HWM3",0.10754,"feed_intake"
"767","HK0008","0% Leucaena Goat",0.174875631096809,"feed_intake"
"768","HK0008","0% Leucaena Sheep",0.559266425571861,"feed_intake"
"769","HK0008","20% Leucaena Sheep",0.421626081959053,"feed_intake"
"770","HK0008","40% Leucaena Goat",0.147362561921892,"feed_intake"
"771","HK0008","40% Leucaena Sheep",0.523494692027487,"feed_intake"
"772","HK0008","60% Leucaena Goat",0.148125310320042,"feed_intake"
"773","HK0008","60% Leucaena Sheep",0.473673598225596,"feed_intake"
"774","HK0008","80% Leucaena Goat",0.109440097993308,"feed_intake"
"775","HK0011","CW",0.54171,"feed_intake"
"776","HK0011","CW:DSBG",0.57272,"feed_intake"
"777","HK0011","DSBG",0.55763,"feed_intake"
"778","HK0014","D1 No Macuna Bundle 1",0.04892,"feed_intake"
"779","HK0014","D2 5% Treated Macuna Bundle 1",0.06573,"feed_intake"
"780","HK0014","D2 5% Treated Macuna Bundle 2",0.06573,"feed_intake"
"781","HK0014","D3 5% Raw Macuna Bundle 1",0.07897,"feed_intake"
"782","HK0014","D3 5% Raw Macuna Bundle 2",0.07897,"feed_intake"
"783","HK0014","D4 10% Treated Macuna Bundle 1",0.04292,"feed_intake"
"784","HK0014","D5 15% Treated Macuna Bundle 1",0.03641,"feed_intake"
"785","HK0017","0% Animal  Protein Mixture",0.000160357142857143,"feed_intake"
"786","HK0017","100% Animal Protein Mixture",0.000132678571428571,"feed_intake"
"787","HK0017","25% Animal Protein Mixture",0.0001525,"feed_intake"
"788","HK0017","50% Animal Protein Mixture",0.000166428571428571,"feed_intake"
"789","HK0017","75% Animal Protein Mixture",0.000152857142857143,"feed_intake"
"790","HK0028","MSP Con",1.059,"feed_intake"
"791","HK0028","MSP1",1.0629,"feed_intake"
"792","HK0028","MSP2",0.9209,"feed_intake"
"793","HK0029","Diet A (No Cassava Peals)",0.8883,"feed_intake"
"794","HK0029","Diet B 50",0.8775,"feed_intake"
"795","HK0029","Diet C 100",0.8484,"feed_intake"
"796","HK0037","Diet 1 Bundle 1",0.0218,"feed_intake"
"797","HK0037","Diet 2 Bundle 1",0.0145,"feed_intake"
"798","HK0037","Diet 3 Bundle 1",0.01187,"feed_intake"
"799","HK0037","Diet 4 Bundle 1",0.01058,"feed_intake"
"800","HK0037","Diet 4 Bundle 2",0.01058,"feed_intake"
"801","HK0037","Diet 5 Bundle 1",0.02102,"feed_intake"
"802","HK0037","Diet 5 Bundle 2",0.02102,"feed_intake"
"803","HK0044.1","Diet with 0% UCSM 1",1.77,"feed_intake"
"804","HK0044.1","Diet with 10% UCSM 1",1.89,"feed_intake"
"805","HK0044.1","Diet with 20% UCSM 1",1.88,"feed_intake"
"806","HK0044.1","Diet with 30% UCSM 1",1.83,"feed_intake"
"807","HK0044.2","Diet with 0% UCSM 2",2.22,"feed_intake"
"808","HK0044.2","Diet with 20% UCSM 2",2.18,"feed_intake"
"809","HK0044.2","Diet with 30% UCSM 2",2.2,"feed_intake"
"810","HK0044.2","Diet with 41.1% UCSM 2",2.27,"feed_intake"
"811","HK0045","Con",0.00142678571428571,"feed_intake"
"812","HK0045","OB2",0.00141934523809524,"feed_intake"
"813","HK0045","OB3",0.00146309523809524,"feed_intake"
"814","HK0045","OB4",0.00150583333333333,"feed_intake"
"815","HK0045","OB5",0.00137440476190476,"feed_intake"
"816","HK0045","WL6",0.00135684523809524,"feed_intake"
"817","HK0045","WL7",0.00132339285714286,"feed_intake"
"818","HK0045","WL8",0.00138422619047619,"feed_intake"
"819","HK0045","WL9",0.00130654761904762,"feed_intake"
"820","HK0066.1","0 MSK",0.1338,"feed_intake"
"821","HK0066.1","100 MSK",0.1295,"feed_intake"
"822","HK0066.1","150 MSK",0.1289,"feed_intake"
"823","HK0066.1","200 MSK",0.1277,"feed_intake"
"824","HK0066.1","250 MSK",0.1256,"feed_intake"
"825","HK0066.1","50 MSK",0.1332,"feed_intake"
"826","HK0066.2","0 MSK",0.0662,"feed_intake"
"827","HK0066.2","100 MSK",0.0688,"feed_intake"
"828","HK0066.2","150 MSK",0.0654,"feed_intake"
"829","HK0066.2","200 MSK",0.0651,"feed_intake"
"830","HK0066.2","50 MSK",0.0678,"feed_intake"
"831","HK0067","0% CBC",0.06597,"feed_intake"
"832","HK0067","10% CBC",0.06175,"feed_intake"
"833","HK0067","20% CBC",0.05779,"feed_intake"
"834","HK0067","5% CBC",0.0628,"feed_intake"
"835","HK0082","CHM1",0.8189,"feed_intake"
"836","HK0082","CHM2",0.795,"feed_intake"
"837","HK0082","CHM3",0.9586,"feed_intake"
"838","HK0082","CHM4",0.9523,"feed_intake"
"839","HK0082","Diet Con",0.7902,"feed_intake"
"840","HK0102.2","Diet Con",0.0715,"feed_intake"
"841","HK0102.2","PKM1",0.0718,"feed_intake"
"842","HK0102.2","PKM2",0.0722,"feed_intake"
"843","HK0102.2","PKM3",0.0728,"feed_intake"
"844","HK0102.2","PKM4",0.0728,"feed_intake"
"845","HK0102.2","PKM5",0.073,"feed_intake"
"846","HK0107","0% Palm Oil",0.896,"feed_intake"
"847","HK0107","12% Palm Oil",0.733,"feed_intake"
"848","HK0107","16% Palm Oil",0.771,"feed_intake"
"849","HK0107","4% Palm Oil",0.911,"feed_intake"
"850","HK0107","8% Palm Oil",0.863,"feed_intake"
"851","HK0108","0% Leucaena Diet",0.13789,"feed_intake"
"852","HK0108","15% Leucaena Diet",0.17989,"feed_intake"
"853","HK0108","30% Leucaena Diet",0.13761,"feed_intake"
"854","HK0108","45% Leucaena Diet",0.23514,"feed_intake"
"855","HK0118","TM 1",5.8452380952381e-05,"feed_intake"
"856","HK0118","TM 2",5.58333333333333e-05,"feed_intake"
"857","HK0118","TM 3",5.79761904761905e-05,"feed_intake"
"858","HK0118","TM 5",6.38095238095238e-05,"feed_intake"
"859","HK0129","BDG1",4.04,"feed_intake"
"860","HK0129","BDG2",3.47,"feed_intake"
"861","HK0129","BDG3",2.98,"feed_intake"
"862","HK0129","Diet Con",4.77,"feed_intake"
"863","HK0138","Untreated Straw + Haulms Bundle 1",4.1,"feed_intake"
"864","HK0138","Untreated Straw + Haulms Bundle 3",4.1,"feed_intake"
"865","HK0138","Untreated Straw Bundle 1",3.4,"feed_intake"
"866","HK0138","Urea Straw + Haulms Bundle 1",4.6,"feed_intake"
"867","HK0138","Urea Straw + Haulms Bundle 2",4.6,"feed_intake"
"868","HK0138","Urea Straw + Haulms Bundle 3",4.6,"feed_intake"
"869","HK0138","Urea Straw Bundle 1",4.7,"feed_intake"
"870","HK0138","Urea Straw Bundle 2",4.7,"feed_intake"
"871","HK0143","Concentrate Grass Diet",0.4002,"feed_intake"
"872","HK0143","Cow Pea Husk Diet",0.4856,"feed_intake"
"873","HK0154","0% Leucaena",0.417063860467851,"feed_intake"
"874","HK0154","10% Leucaena",0.450560328001489,"feed_intake"
"875","HK0154","20% Leucaena",0.459098643255162,"feed_intake"
"876","HK0154","30% Leucaena",0.471577719395145,"feed_intake"
"877","HK0154","40% Leucaena",0.495879078194059,"feed_intake"
"878","HK0158","CTB+C",0.1141,"feed_intake"
"879","HK0158","CTB+P",0.112,"feed_intake"
"880","HK0158","CTB+W",0.1102,"feed_intake"
"881","HK0158","Diet Con",0.1124,"feed_intake"
"882","HK0171","Ration A1",0.24,"feed_intake"
"883","HK0171","Ration A2",0.47,"feed_intake"
"884","HK0171","Ration B1",0.21,"feed_intake"
"885","HK0171","Ration B2",0.3,"feed_intake"
"886","HK0171","Ration C1",0.23,"feed_intake"
"887","HK0171","Ration C2",0.42,"feed_intake"
"888","HK0171","Ration D1",0.15,"feed_intake"
"889","HK0182","Con",0.482,"feed_intake"
"890","HK0182","DCL1",0.526,"feed_intake"
"891","HK0182","DCL2",0.527,"feed_intake"
"892","HK0182","DCL3",0.528,"feed_intake"
"893","HK0228","Chicken viscera and groundnut oil cake",0.00047,"feed_intake"
"894","HK0228","Chicken viscera and soybean oil cake",0.00042,"feed_intake"
"895","HK0228","Commercial diet 1",0.00036,"feed_intake"
"896","HK0284","Con",1.33,"feed_intake"
"897","HK0284","RSA1",1.35,"feed_intake"
"898","HK0284","RSA2",1.52,"feed_intake"
"899","HK0284","RSA3",1.63,"feed_intake"
"900","HK0288","ML1",0.536,"feed_intake"
"901","HK0288","ML2",0.691,"feed_intake"
"902","HK0288","Maize Only",0.4,"feed_intake"
"903","HK0288","SL1",0.462,"feed_intake"
"904","HK0288","SL2",0.607,"feed_intake"
"905","HK0288","Sorghum Only",0.361,"feed_intake"
"906","HK0319","L. jav 25 Diet",0.0204035714285714,"feed_intake"
"907","HK0319","Negative Control Diet",0.0219357142857143,"feed_intake"
"908","HK0324","Acacia 1 LM",3.08,"feed_intake"
"909","HK0324","Acacia 2 LM",2.84,"feed_intake"
"910","HK0324","Acacia 3 LM",3.12,"feed_intake"
"911","HK0324","Acacia 4 LM",2.15,"feed_intake"
"912","HK0324","Acacia 5 LM",2.03,"feed_intake"
"913","HK0324","Con",2.73,"feed_intake"
"914","HK0326","160g/kg potato hash silage",1.54,"feed_intake"
"915","HK0326","240 g/kg potato hash silage",1.55,"feed_intake"
"916","HK0326","320 g/kg potato hash silage",1.41,"feed_intake"
"917","HK0326","400 g/kg potato hash silage",1.39,"feed_intake"
"918","HK0326","80 g/kg potato hash silage",1.47,"feed_intake"
"919","HK0327.1","LH WH1 B1",20.2,"feed_intake"
"920","HK0327.1","LH WH3  B1",18.8,"feed_intake"
"921","HK0327.1","LH WH4  B1",18.7,"feed_intake"
"922","HK0327.1","LH WH5  B1",17.9,"feed_intake"
"923","HK0327.2","OH WH1 B2",22.6,"feed_intake"
"924","HK0327.2","OH WH2 B2",21.9,"feed_intake"
"925","HK0327.2","OH WH3 B2",21.9,"feed_intake"
"926","HK0327.2","OH WH4 B2",22.3,"feed_intake"
"927","HK0327.2","OH WH5 B2",21.1,"feed_intake"
"928","HK0327.3","LH:OH WH1 B3",20.7,"feed_intake"
"929","HK0327.3","LH:OH WH2 B3",20.4,"feed_intake"
"930","HK0327.3","LH:OH WH3 B3",21.1,"feed_intake"
"931","HK0327.3","LH:OH WH4 B3",20.9,"feed_intake"
"932","HK0327.3","LH:OH WH5 B3",19.8,"feed_intake"
"933","HK0328","Acacia 1 LM",3.08,"feed_intake"
"934","HK0328","Acacia 2 LM",2.78,"feed_intake"
"935","HK0328","Acacia 3 LM",3.02,"feed_intake"
"936","HK0328","Acacia 4 LM",2.35,"feed_intake"
"937","HK0328","Acacia 5 LM",2.03,"feed_intake"
"938","HK0329","DC0",1.6,"feed_intake"
"939","HK0329","DC100",1.552,"feed_intake"
"940","HK0329","DC150",1.47,"feed_intake"
"941","HK0329","DC200",1.42,"feed_intake"
"942","HK0330","0 g/kg A. tortilis",1.45,"feed_intake"
"943","HK0330","120 g/kg A. tortilis",1.44,"feed_intake"
"944","HK0330","150 g/kg A. tortilis",1.2775,"feed_intake"
"945","HK0330","30 g/kg A. tortilis",1.6075,"feed_intake"
"946","HK0330","60 g/kg A. tortilis",2.02,"feed_intake"
"947","HK0330","90 g/kg A. tortilis",1.87,"feed_intake"
"948","HK0331","Diet Con",7e-04,"feed_intake"
"949","HK0331","KLM 1",0.00063,"feed_intake"
"950","HK0331","KLM 2",0.00058,"feed_intake"
"951","HK0331","KLM 3",0.00055,"feed_intake"
"952","HK0331","KLM 4",0.00052,"feed_intake"
"953","HK0331","MLM 1",7e-04,"feed_intake"
"954","HK0331","MLM 2",0.00055,"feed_intake"
"955","HK0331","MLM 3",0.00052,"feed_intake"
"956","HK0331","MLM 4",0.00045,"feed_intake"
"957","HK0333","Con",0.0888285714285714,"feed_intake"
"958","HK0333","MOLM 1",0.0902857142857143,"feed_intake"
"959","HK0333","MOLM 2",0.0919714285714286,"feed_intake"
"960","HK0333","MOLM 3",0.0899142857142857,"feed_intake"
"961","HK0350","Con CSM",0.149,"feed_intake"
"962","HK0350","Velvet BM 1",0.175,"feed_intake"
"963","HK0350","Velvet BM 2",0.17,"feed_intake"
"964","HK0350","Velvet BM 3",0.168,"feed_intake"
"965","JO1000","MSC0%",6.82,"feed_intake"
"966","JO1000","MSC100%",6.7,"feed_intake"
"967","JO1000","MSC25%",6.9,"feed_intake"
"968","JO1000","MSC50%",7.02,"feed_intake"
"969","JO1001","LEU",0.56339,"feed_intake"
